CAE_NAME_CLEAN,WIN_NAME_CLEAN,number_of_awards,total_value_euro,authority_node,company_node
"ceu gmbh - central european university private university gmbh---institute of science and technology austria---johannes kepler universität linz, universitätsbibliothek---medizinische universität innsbruck, universitäts- und landesbibliothek tirol---medizinische universität wien---paris-lodron-universität salzburg---technische universität wien, bibliothek---universität graz---universität innsbruck, universitäts- und landesbibliothek tirol---universität klagenfurt---universität wien, bibliotheks- und archivwesen---veterinärmedizinische universität wien","the chancellor, masters and scholars of the university of cambridge acting through its department cambridge university press & assessment",1,1389448.58,"AUTH::ceu gmbh - central european university private university gmbh---institute of science and technology austria---johannes kepler universität linz, universitätsbibliothek---medizinische universität innsbruck, universitäts- und landesbibliothek tirol---medizinische universität wien---paris-lodron-universität salzburg---technische universität wien, bibliothek---universität graz---universität innsbruck, universitäts- und landesbibliothek tirol---universität klagenfurt---universität wien, bibliotheks- und archivwesen---veterinärmedizinische universität wien","COMP::the chancellor, masters and scholars of the university of cambridge acting through its department cambridge university press & assessment"
"ceu gmbh - ceu central european university private university---fh oberösterreich ---iiasa - international institute of applied system analysis---institute of science and technology austria---johannes kepler universität linz, bibliothek---karl landsteiner privatuniversität für gesundheitswissenschaften---mci management center innsbruck - internationale hochschule gmbh---medizinische universität wien---paris-lodron-universität salzburg---technische universität graz, bibliothek und archiv---technische universität wien, bibliothek---universität graz---universität für bodenkultur wien, universitätsbibliothek und universitätsarchiv---universität für weiterbildung krems, universitätsbibliothek---veterinärmedizinische universität wien---wirtschaftsuniversität wien, universitätsbibliothek",elsevier b.v.,1,1859467.31,"AUTH::ceu gmbh - ceu central european university private university---fh oberösterreich ---iiasa - international institute of applied system analysis---institute of science and technology austria---johannes kepler universität linz, bibliothek---karl landsteiner privatuniversität für gesundheitswissenschaften---mci management center innsbruck - internationale hochschule gmbh---medizinische universität wien---paris-lodron-universität salzburg---technische universität graz, bibliothek und archiv---technische universität wien, bibliothek---universität graz---universität für bodenkultur wien, universitätsbibliothek und universitätsarchiv---universität für weiterbildung krems, universitätsbibliothek---veterinärmedizinische universität wien---wirtschaftsuniversität wien, universitätsbibliothek",COMP::elsevier b.v.
covid-19 finanzierungsagentur des bundes - cofag,creditreform wirtschaftsauskunftei kubicki kg---crefo technology gmbh---österreichischer verband creditreform,1,95360.0,AUTH::covid-19 finanzierungsagentur des bundes - cofag,COMP::creditreform wirtschaftsauskunftei kubicki kg---crefo technology gmbh---österreichischer verband creditreform
covid-19 finanzierungsagentur des bundes - cofag,schachner & partner wirtschaftsprüfung und steuerberatung gmbh & co kg,1,178800.0,AUTH::covid-19 finanzierungsagentur des bundes - cofag,COMP::schachner & partner wirtschaftsprüfung und steuerberatung gmbh & co kg
covid-19 finanzierungsagentur des bundes gmbh,leitnerleitner audit partners gmbh wirtschaftsprüfer,1,90000.0,AUTH::covid-19 finanzierungsagentur des bundes gmbh,COMP::leitnerleitner audit partners gmbh wirtschaftsprüfer
covid-19 finanzierungsagentur des bundes gmbh (cofag),intelia gmbh,2,2967920.0,AUTH::covid-19 finanzierungsagentur des bundes gmbh (cofag),COMP::intelia gmbh
covid-19 finanzierungsagentur des bundes gmbh - cofag,creditreform wirtschaftsauskunftei kubicki kg---crefo technology gmbh---österreichischer verband creditreform,2,1000000.0,AUTH::covid-19 finanzierungsagentur des bundes gmbh - cofag,COMP::creditreform wirtschaftsauskunftei kubicki kg---crefo technology gmbh---österreichischer verband creditreform
covid-19 finanzierungsagentur des bundes gmbh - cofag,keine veröffentlichung gemäß art 50 abs 4 rl 2014/24/eu,2,1500000.0,AUTH::covid-19 finanzierungsagentur des bundes gmbh - cofag,COMP::keine veröffentlichung gemäß art 50 abs 4 rl 2014/24/eu
dachverband der sozialversicherungsträger,österreichischen gesellschaft für kinder- und jugendheilkunde (ögkj),1,1150000.0,AUTH::dachverband der sozialversicherungsträger,COMP::österreichischen gesellschaft für kinder- und jugendheilkunde (ögkj)
development vocational training centers project - vocational training center (vtc) banyuwangi,bit media e-solutions gmbh,1,10800000.0,AUTH::development vocational training centers project - vocational training center (vtc) banyuwangi,COMP::bit media e-solutions gmbh
diakonie de la tour gemeinnützige betriebsgesellschaft m.b.h.,bauwert pm gmbh,1,447000.0,AUTH::diakonie de la tour gemeinnützige betriebsgesellschaft m.b.h.,COMP::bauwert pm gmbh
diakonie de la tour gemeinnützige betriebsgesellschaft m.b.h.,dietger wissounig architekten zt gmbh,1,3111949.9,AUTH::diakonie de la tour gemeinnützige betriebsgesellschaft m.b.h.,COMP::dietger wissounig architekten zt gmbh
"die republik österreich (bund), die bundesbeschaffung gmbh sowie alle weiteren auftraggeber im sinne der §§ 4, 166 bis 168 bvergg 2018 im bundesgebiet der republik österreich, alle vertreten durch die bundesbeschaffung gmbh",koninklijke luchtvaart maatschappij n.v.,1,3620000.0,"AUTH::die republik österreich (bund), die bundesbeschaffung gmbh sowie alle weiteren auftraggeber im sinne der §§ 4, 166 bis 168 bvergg 2018 im bundesgebiet der republik österreich, alle vertreten durch die bundesbeschaffung gmbh",COMP::koninklijke luchtvaart maatschappij n.v.
"die republik österreich (bund), die wirtschaftsuniversität wien. die bundesbeschaffung gmbh sowie alle weiteren auftraggeber im sinne der §§ 4, 166 bis 168 bvergg 2018 im bundesgebiet der republik österreich, alle vertreten durch die bundesbeschaffung gmbh",elmon gmbh---tdl kommunikationselektronik e.u.,2,30000000.0,"AUTH::die republik österreich (bund), die wirtschaftsuniversität wien. die bundesbeschaffung gmbh sowie alle weiteren auftraggeber im sinne der §§ 4, 166 bis 168 bvergg 2018 im bundesgebiet der republik österreich, alle vertreten durch die bundesbeschaffung gmbh",COMP::elmon gmbh---tdl kommunikationselektronik e.u.
"die republik österreich (bund), die wirtschaftsuniversität wien. die bundesbeschaffung gmbh sowie alle weiteren auftraggeber im sinne der §§ 4, 166 bis 168 bvergg 2018 im bundesgebiet der republik österreich, alle vertreten durch die bundesbeschaffung gmbh",gendo gmbh,2,30000000.0,"AUTH::die republik österreich (bund), die wirtschaftsuniversität wien. die bundesbeschaffung gmbh sowie alle weiteren auftraggeber im sinne der §§ 4, 166 bis 168 bvergg 2018 im bundesgebiet der republik österreich, alle vertreten durch die bundesbeschaffung gmbh",COMP::gendo gmbh
"die republik österreich (bund), die wirtschaftsuniversität wien. die bundesbeschaffung gmbh sowie alle weiteren auftraggeber im sinne der §§ 4, 166 bis 168 bvergg 2018 im bundesgebiet der republik österreich, alle vertreten durch die bundesbeschaffung gmbh",pke electronics gmbh,1,15000000.0,"AUTH::die republik österreich (bund), die wirtschaftsuniversität wien. die bundesbeschaffung gmbh sowie alle weiteren auftraggeber im sinne der §§ 4, 166 bis 168 bvergg 2018 im bundesgebiet der republik österreich, alle vertreten durch die bundesbeschaffung gmbh",COMP::pke electronics gmbh
"die republik österreich (bund), die wirtschaftsuniversität wien. die bundesbeschaffung gmbh sowie alle weiteren auftraggeber im sinne der §§ 4, 166 bis 168 bvergg 2018 im bundesgebiet der republik österreich, alle vertreten durch die bundesbeschaffung gmbh",wurzer solutions gmbh,2,30000000.0,"AUTH::die republik österreich (bund), die wirtschaftsuniversität wien. die bundesbeschaffung gmbh sowie alle weiteren auftraggeber im sinne der §§ 4, 166 bis 168 bvergg 2018 im bundesgebiet der republik österreich, alle vertreten durch die bundesbeschaffung gmbh",COMP::wurzer solutions gmbh
"die republik österreich (bund), vertreten durch die parlamentsdirektion, vertreten durch die bundesbeschaffung gmbh",braun lockenhaus gmbh,1,4240220.94,"AUTH::die republik österreich (bund), vertreten durch die parlamentsdirektion, vertreten durch die bundesbeschaffung gmbh",COMP::braun lockenhaus gmbh
"die republik österreich (bund), vertreten durch die parlamentsdirektion, vertreten durch die bundesbeschaffung gmbh",kusch+co gmbh,1,4240220.94,"AUTH::die republik österreich (bund), vertreten durch die parlamentsdirektion, vertreten durch die bundesbeschaffung gmbh",COMP::kusch+co gmbh
"die republik österreich (bund), vertreten durch die parlamentsdirektion, vertreten durch die bundesbeschaffung gmbh",sedus stoll aktiengesellschaft---sedus stoll gesellschaft m.b.h,1,4240220.94,"AUTH::die republik österreich (bund), vertreten durch die parlamentsdirektion, vertreten durch die bundesbeschaffung gmbh",COMP::sedus stoll aktiengesellschaft---sedus stoll gesellschaft m.b.h
"die republik österreich (bund), vertreten durch die parlamentsdirektion, vertreten durch die bundesbeschaffung gmbh",vitra gesellschaft m.b.h,2,8480441.88,"AUTH::die republik österreich (bund), vertreten durch die parlamentsdirektion, vertreten durch die bundesbeschaffung gmbh",COMP::vitra gesellschaft m.b.h
direktion 7 – infrastruktur,bige pittel+brausewetter gesmbh und granit gesmbh,1,12529711.19,AUTH::direktion 7 – infrastruktur,COMP::bige pittel+brausewetter gesmbh und granit gesmbh
direktion 7 – infrastruktur,ikk engineering gmbh,1,137856.4,AUTH::direktion 7 – infrastruktur,COMP::ikk engineering gmbh
direktion 7 – infrastruktur,wärmeliefergemeinschaft fritz kg,1,354900.0,AUTH::direktion 7 – infrastruktur,COMP::wärmeliefergemeinschaft fritz kg
donau chemie aktiengesellschaft,porr umwelttechnik gmbh,1,4008743.92,AUTH::donau chemie aktiengesellschaft,COMP::porr umwelttechnik gmbh
"donauhochwasserschutz-konkurrenz, vertreten durch via donau – österreichische wasserstraßen-gesellschaft mbh als geschäftsführende stelle",blovsky geotechnik zt gmbh,1,170464.3,"AUTH::donauhochwasserschutz-konkurrenz, vertreten durch via donau – österreichische wasserstraßen-gesellschaft mbh als geschäftsführende stelle",COMP::blovsky geotechnik zt gmbh
"donauhochwasserschutz-konkurrenz, vertreten durch via donau – österreichische wasserstraßen-gesellschaft mbh als geschäftsführende stelle",johann heindl gesmbh,1,993396.04,"AUTH::donauhochwasserschutz-konkurrenz, vertreten durch via donau – österreichische wasserstraßen-gesellschaft mbh als geschäftsführende stelle",COMP::johann heindl gesmbh
"donauhochwasserschutz-konkurrenz, vertreten durch via donau – österreichische wasserstraßen-gesellschaft mbh als geschäftsführende stelle",kpp consulting gmbh,1,31820.0,"AUTH::donauhochwasserschutz-konkurrenz, vertreten durch via donau – österreichische wasserstraßen-gesellschaft mbh als geschäftsführende stelle",COMP::kpp consulting gmbh
"dvt-daten-verarbeitung-tirol gmbh im namen und auf rechnung land tirol, eduard-wallnöfer-platz 3, a- 6020 innsbruck",cancom a+d it solutions gmbh,1,26245.0,"AUTH::dvt-daten-verarbeitung-tirol gmbh im namen und auf rechnung land tirol, eduard-wallnöfer-platz 3, a- 6020 innsbruck",COMP::cancom a+d it solutions gmbh
"dvt-daten-verarbeitung-tirol gmbh im namen und auf rechnung land tirol, eduard-wallnöfer-platz 3, a- 6020 innsbruck",hutchison drei austria gmbh,1,548800.0,"AUTH::dvt-daten-verarbeitung-tirol gmbh im namen und auf rechnung land tirol, eduard-wallnöfer-platz 3, a- 6020 innsbruck",COMP::hutchison drei austria gmbh
"dvt-daten-verarbeitung-tirol gmbh im namen und auf rechnung land tirol, eduard-wallnöfer-platz 3, a- 6020 innsbruck",lis austria gmbh,1,498535.32,"AUTH::dvt-daten-verarbeitung-tirol gmbh im namen und auf rechnung land tirol, eduard-wallnöfer-platz 3, a- 6020 innsbruck",COMP::lis austria gmbh
"dvt-daten-verarbeitung-tirol gmbh im namen und auf rechnung land tirol, eduard-wallnöfer-platz 3, a- 6020 innsbruck",nts netzwerk telekom service ag,1,859610.34,"AUTH::dvt-daten-verarbeitung-tirol gmbh im namen und auf rechnung land tirol, eduard-wallnöfer-platz 3, a- 6020 innsbruck",COMP::nts netzwerk telekom service ag
"dvt-daten-verarbeitung-tirol gmbh im namen und auf rechnung land tirol, eduard-wallnöfer-platz 3, a- 6020 innsbruck",synergis informationssysteme gmbh,1,657000.0,"AUTH::dvt-daten-verarbeitung-tirol gmbh im namen und auf rechnung land tirol, eduard-wallnöfer-platz 3, a- 6020 innsbruck",COMP::synergis informationssysteme gmbh
ebg medaustron gmbh,bec gmbh,1,1560000.0,AUTH::ebg medaustron gmbh,COMP::bec gmbh
ebg medaustron gmbh,diagnosezentrum meidling gesmbh,1,855000.0,AUTH::ebg medaustron gmbh,COMP::diagnosezentrum meidling gesmbh
ebg medaustron gmbh,hangzhou guankun technology co. ltd,1,1633479.0,AUTH::ebg medaustron gmbh,COMP::hangzhou guankun technology co. ltd
ebg medaustron gmbh,thales avs france sas,1,465752.0,AUTH::ebg medaustron gmbh,COMP::thales avs france sas
ecoplus alpin gmbh,wilken ag,1,3500000.0,AUTH::ecoplus alpin gmbh,COMP::wilken ag
ecoplus. niederösterreichs wirtschaftsagentur gmbh,bietergemeinschaft alltech projektmanagement und planung gmbh / linienreich generalplanung & projektmanagement gmbh---bietergemeinschaft tm3 baumanagement gmbh / architekturbüro karl zt gmbh---ingenieurbüro sorz---treusch architecture zt gmbh---kosaplaner gmbh,1,1000000.0,AUTH::ecoplus. niederösterreichs wirtschaftsagentur gmbh,COMP::bietergemeinschaft alltech projektmanagement und planung gmbh / linienreich generalplanung & projektmanagement gmbh---bietergemeinschaft tm3 baumanagement gmbh / architekturbüro karl zt gmbh---ingenieurbüro sorz---treusch architecture zt gmbh---kosaplaner gmbh
ecoplus. niederösterreichs wirtschaftsagentur gmbh,bietergemeinschaft kwi engineers gmbh / iproconsult gmbh---bietergemeinschaft koup architekten zt gmbh / kosaplaner gmbh---bmstr. josef panis gesmbh & co kg---f+p architekten zt gmbh---ferro & partner zt gmbh,1,1000000.0,AUTH::ecoplus. niederösterreichs wirtschaftsagentur gmbh,COMP::bietergemeinschaft kwi engineers gmbh / iproconsult gmbh---bietergemeinschaft koup architekten zt gmbh / kosaplaner gmbh---bmstr. josef panis gesmbh & co kg---f+p architekten zt gmbh---ferro & partner zt gmbh
ecoplus. niederösterreichs wirtschaftsagentur gmbh,holodeck architects zt gmbh,1,992286.14,AUTH::ecoplus. niederösterreichs wirtschaftsagentur gmbh,COMP::holodeck architects zt gmbh
ehrwalder erschließungs gmbh & co.kg,planwerker holzerber gmbh,1,1723945.39,AUTH::ehrwalder erschließungs gmbh & co.kg,COMP::planwerker holzerber gmbh
elga gmbh,metis consulting e.u.,1,450000.0,AUTH::elga gmbh,COMP::metis consulting e.u.
energie ag oberösterreich,pwc advisory services gmbh,1,0.0,AUTH::energie ag oberösterreich,COMP::pwc advisory services gmbh
energie ag oberösterreich tech services gmbh,hitachi energy austria ag,8,0.0,AUTH::energie ag oberösterreich tech services gmbh,COMP::hitachi energy austria ag
energie ag oberösterreich tech services gmbh,kolektor etra,1,0.0,AUTH::energie ag oberösterreich tech services gmbh,COMP::kolektor etra
energie ag oberösterreich tech services gmbh,koncar d&st,8,0.0,AUTH::energie ag oberösterreich tech services gmbh,COMP::koncar d&st
energie ag oberösterreich tech services gmbh,schmachtl gmbh,1,0.0,AUTH::energie ag oberösterreich tech services gmbh,COMP::schmachtl gmbh
energie burgenland wärme und service gmbh,newmotoasset gmbh,1,6656.07,AUTH::energie burgenland wärme und service gmbh,COMP::newmotoasset gmbh
energie graz gmbh & co kg,elin gmbh,1,0.0,AUTH::energie graz gmbh & co kg,COMP::elin gmbh
energie graz gmbh & co kg,friotherm ag,1,0.0,AUTH::energie graz gmbh & co kg,COMP::friotherm ag
energie graz gmbh & co kg,klinger gebetsroither gmbh,1,0.0,AUTH::energie graz gmbh & co kg,COMP::klinger gebetsroither gmbh
energie graz gmbh & co kg,kolektor etra d.o.o.,1,0.0,AUTH::energie graz gmbh & co kg,COMP::kolektor etra d.o.o.
energie graz gmbh & co kg,pulse engineering gmbh,1,200000.0,AUTH::energie graz gmbh & co kg,COMP::pulse engineering gmbh
energie graz gmbh & co kg,schmachtl gmbh,1,0.0,AUTH::energie graz gmbh & co kg,COMP::schmachtl gmbh
energie graz gmbh & co kg,smartpoint it consulting gmbh,1,1259730.0,AUTH::energie graz gmbh & co kg,COMP::smartpoint it consulting gmbh
energie steiermark service gmbh,intelia gmbh,1,2763000.0,AUTH::energie steiermark service gmbh,COMP::intelia gmbh
energie steiermark service gmbh,market calling marketing gesmbh,1,2763000.0,AUTH::energie steiermark service gmbh,COMP::market calling marketing gesmbh
energy community secretariat,e3 modelling s.a.,1,200940.0,AUTH::energy community secretariat,COMP::e3 modelling s.a.
energy community secretariat,grexel systems oy,1,89000.0,AUTH::energy community secretariat,COMP::grexel systems oy
ersatzteile der fa.faiveley transport gmbh,merz industrietechnik gmbh,2,993977.8,AUTH::ersatzteile der fa.faiveley transport gmbh,COMP::merz industrietechnik gmbh
ersatzteile der knorr-bremse gmbh,knorr-bremse gesellschaft mit beschränkter haftung,4,3364454.73,AUTH::ersatzteile der knorr-bremse gmbh,COMP::knorr-bremse gesellschaft mit beschränkter haftung
"european commission, directorate-general for communication (comm), representation in austria, comm.dga1.c.vi - vienna",strolzevents gmbh,1,800000.0,"AUTH::european commission, directorate-general for communication (comm), representation in austria, comm.dga1.c.vi - vienna",COMP::strolzevents gmbh
european institute for gender equality (eige)---european union agency for fundamental rights (fra),ipsos nv,1,2100000.0,AUTH::european institute for gender equality (eige)---european union agency for fundamental rights (fra),COMP::ipsos nv
european union agency for fundamental rights (fra),agilis sa statistics and informatics---homo evolution---stratos fanaras & co research studies provision of services,1,800000.0,AUTH::european union agency for fundamental rights (fra),COMP::agilis sa statistics and informatics---homo evolution---stratos fanaras & co research studies provision of services
european union agency for fundamental rights (fra),human european consultancy,1,1030000.0,AUTH::european union agency for fundamental rights (fra),COMP::human european consultancy
european union agency for fundamental rights (fra),kantar belgium sa,1,523641.0,AUTH::european union agency for fundamental rights (fra),COMP::kantar belgium sa
european union agency for fundamental rights (fra),"managing innovation strategies, sll---sarenet s.a.u",1,220000.0,AUTH::european union agency for fundamental rights (fra),"COMP::managing innovation strategies, sll---sarenet s.a.u"
european union agency for fundamental rights (fra),raoul wallenberg institute of human rights and humanitarian law (rwi),1,1550000.0,AUTH::european union agency for fundamental rights (fra),COMP::raoul wallenberg institute of human rights and humanitarian law (rwi)
european union agency for fundamental rights (fra),university of luxembourg,1,1030000.0,AUTH::european union agency for fundamental rights (fra),COMP::university of luxembourg
evn business service gmbh,"""електра"" еоод",1,5780692.81,AUTH::evn business service gmbh,"COMP::""електра"" еоод"
evn business service gmbh,bietergemeinschaft filkab ad und tilkom ood,1,9886514.47,AUTH::evn business service gmbh,COMP::bietergemeinschaft filkab ad und tilkom ood
evn business service gmbh,elprom trafo ch,2,91988870.0,AUTH::evn business service gmbh,COMP::elprom trafo ch
evn business service gmbh,elprom trafo ch plc,1,3627300.0,AUTH::evn business service gmbh,COMP::elprom trafo ch plc
evn business service gmbh,filkab ad,1,9886514.47,AUTH::evn business service gmbh,COMP::filkab ad
evn business service gmbh,ifk handels gmbh,1,917939.13,AUTH::evn business service gmbh,COMP::ifk handels gmbh
evn business service gmbh,koncar d&st,1,45994435.0,AUTH::evn business service gmbh,COMP::koncar d&st
evn business service gmbh,lemi trafo eod,2,49621735.0,AUTH::evn business service gmbh,COMP::lemi trafo eod
evn business service gmbh,siemens energy austria gmbh,1,45994435.0,AUTH::evn business service gmbh,COMP::siemens energy austria gmbh
evn business service gmbh,tst-turbo service & trading gmbh,1,1268150.0,AUTH::evn business service gmbh,COMP::tst-turbo service & trading gmbh
evn business service gmbh,електра - мс оод,1,1988187.39,AUTH::evn business service gmbh,COMP::електра - мс оод
evn wärme gmbh,kohlbach services gmbh,1,7249977.5,AUTH::evn wärme gmbh,COMP::kohlbach services gmbh
evn wärme gmbh,urbas maschinenfabrik gmbh,1,7249977.5,AUTH::evn wärme gmbh,COMP::urbas maschinenfabrik gmbh
"fa gesundheit und pflegemanagement, sanitätsdirektion",herba chemosan apotheker ag,1,219917.17,"AUTH::fa gesundheit und pflegemanagement, sanitätsdirektion",COMP::herba chemosan apotheker ag
fachgruppe personenberatung und -betreuung der wirtschaftskammer niederösterreich,k25 wolfgang hemmerich e.u.,1,1300000.0,AUTH::fachgruppe personenberatung und -betreuung der wirtschaftskammer niederösterreich,COMP::k25 wolfgang hemmerich e.u.
fachgruppe werbung und marktkommunikation der wirtschaftskammer niederösterreich,chaka² gmbh,1,700000.0,AUTH::fachgruppe werbung und marktkommunikation der wirtschaftskammer niederösterreich,COMP::chaka² gmbh
fachhochschul-immobilienges.m.b.h,bildwerk media og---media apparat gmbh,1,638750.0,AUTH::fachhochschul-immobilienges.m.b.h,COMP::bildwerk media og---media apparat gmbh
fachhochschul-immobilienges.m.b.h,kraftwerk living technologies gmbh,1,3029700.0,AUTH::fachhochschul-immobilienges.m.b.h,COMP::kraftwerk living technologies gmbh
"fachhochschule kärnten, gemeinnützige gmbh",hage3d gmbh,1,327100.0,"AUTH::fachhochschule kärnten, gemeinnützige gmbh",COMP::hage3d gmbh
fachhochschule vorarlberg gmbh,ton & bild medientechnik gmbh,1,497353.0,AUTH::fachhochschule vorarlberg gmbh,COMP::ton & bild medientechnik gmbh
favia grundstückvermietung gesellschaft m.b.h.,perchtold trockenbau wien gmbh,1,552891.91,AUTH::favia grundstückvermietung gesellschaft m.b.h.,COMP::perchtold trockenbau wien gmbh
"federal ministry for climate action, environment, energy, mobility, innovation and technology---federal ministry for climate action, environment, energy, mobility, innovation and technology for all contracting authorities listed in annex ./1",iq samhällsbyggnad ab,1,339272.0,"AUTH::federal ministry for climate action, environment, energy, mobility, innovation and technology---federal ministry for climate action, environment, energy, mobility, innovation and technology for all contracting authorities listed in annex ./1",COMP::iq samhällsbyggnad ab
feuerwehr purkersdorf,rosenbauer österreich gmbh,1,742357.75,AUTH::feuerwehr purkersdorf,COMP::rosenbauer österreich gmbh
fh campus wien house of health professions gmbh,strabag ag,1,99999447.44,AUTH::fh campus wien house of health professions gmbh,COMP::strabag ag
fh campus wien house of science & engineering gmbh,dormakaba austria gmbh,1,305503.8,AUTH::fh campus wien house of science & engineering gmbh,COMP::dormakaba austria gmbh
"fh campus wien verein zur förderung der fachhochschul-, entwicklungs- und forschungszentrums im süden wiens",elettrorava spa,1,215960.63,"AUTH::fh campus wien verein zur förderung der fachhochschul-, entwicklungs- und forschungszentrums im süden wiens",COMP::elettrorava spa
fh joanneum gesellschaft m.b.h,thomas lorenz zt gmbh,1,548000.0,AUTH::fh joanneum gesellschaft m.b.h,COMP::thomas lorenz zt gmbh
fh kärnten gemeinnützige gesellschaft mbh,hage3d gmbh,1,134200.0,AUTH::fh kärnten gemeinnützige gesellschaft mbh,COMP::hage3d gmbh
fh oö studienbetriebs gmbh,flw handels gmbh,1,109131.0,AUTH::fh oö studienbetriebs gmbh,COMP::flw handels gmbh
fh oö studienbetriebs gmbh,heger edelstahl ges mbh,1,83175.0,AUTH::fh oö studienbetriebs gmbh,COMP::heger edelstahl ges mbh
fh oö studienbetriebs gmbh,heger edelstahl gmbh,1,23480.0,AUTH::fh oö studienbetriebs gmbh,COMP::heger edelstahl gmbh
fhw fachhochschul-studiengänge betriebs- und forschungseinrichtungen der wiener wirtschaft gmbh,dccs it services gmbh,1,34500000.0,AUTH::fhw fachhochschul-studiengänge betriebs- und forschungseinrichtungen der wiener wirtschaft gmbh,COMP::dccs it services gmbh
flughafen wien ag,addcon gmbh,3,1566100.0,AUTH::flughafen wien ag,COMP::addcon gmbh
flughafen wien ag,kilfrost europe nv,5,5349200.0,AUTH::flughafen wien ag,COMP::kilfrost europe nv
flughafen wien ag,mol austria handels gmbh,1,4215000.0,AUTH::flughafen wien ag,COMP::mol austria handels gmbh
fm-plus facility management gmbh für wissenschaft + kultur in noe,gottwald gmbh & co kg,1,171877.86,AUTH::fm-plus facility management gmbh für wissenschaft + kultur in noe,COMP::gottwald gmbh & co kg
fm-plus facility management gmbh für wissenschaft + kultur in noe,hpn high performance networking it gmbh,1,280800.0,AUTH::fm-plus facility management gmbh für wissenschaft + kultur in noe,COMP::hpn high performance networking it gmbh
fm-plus facility management gmbh für wissenschaft + kultur in noe,kreibich malerwerkstatt gmbh,1,80253.4,AUTH::fm-plus facility management gmbh für wissenschaft + kultur in noe,COMP::kreibich malerwerkstatt gmbh
fm-plus facility management gmbh für wissenschaft + kultur in noe,schmied & fellmann gesellschaft m.b.h.,2,343755.72,AUTH::fm-plus facility management gmbh für wissenschaft + kultur in noe,COMP::schmied & fellmann gesellschaft m.b.h.
fm-plus facility management gmbh für wissenschaft + kultur in noe,siwacht bewachungsdienst gmbh,1,8376553.5,AUTH::fm-plus facility management gmbh für wissenschaft + kultur in noe,COMP::siwacht bewachungsdienst gmbh
fonds soziales wien,acp it solutions gmbh,1,4758994.85,AUTH::fonds soziales wien,COMP::acp it solutions gmbh
fonds soziales wien,getdesigned gmbh,2,446040.0,AUTH::fonds soziales wien,COMP::getdesigned gmbh
fonds soziales wien,softwareone österreich gmbh,1,2066674.1,AUTH::fonds soziales wien,COMP::softwareone österreich gmbh
fotec forschungs- und technologietransfer gmbh,eplus 3d tech gmbh,1,449000.0,AUTH::fotec forschungs- und technologietransfer gmbh,COMP::eplus 3d tech gmbh
fotec forschungs- und technologietransfer gmbh,pfeiffer vacuum austria gmbh,1,469850.0,AUTH::fotec forschungs- und technologietransfer gmbh,COMP::pfeiffer vacuum austria gmbh
freiwillige feuerwehr groß-enzersdorf,rosenbauer österreich gesellschaft m.b.h.,1,736175.0,AUTH::freiwillige feuerwehr groß-enzersdorf,COMP::rosenbauer österreich gesellschaft m.b.h.
freiwillige feuerwehr günselsdorf,fa.rosenbauer österreich gmbh,1,398311.73,AUTH::freiwillige feuerwehr günselsdorf,COMP::fa.rosenbauer österreich gmbh
freiwillige feuerwehr hafnerbach markt,rosenbauer österreich gmbh,1,184879.76,AUTH::freiwillige feuerwehr hafnerbach markt,COMP::rosenbauer österreich gmbh
freiwillige feuerwehr kapfenberg-stadt,rosenbauer österreich ges.m.b.h.,1,389748.0,AUTH::freiwillige feuerwehr kapfenberg-stadt,COMP::rosenbauer österreich ges.m.b.h.
freiwillige feuerwehr wolfshoferamt,magirus lohr gmbh,1,335651.0,AUTH::freiwillige feuerwehr wolfshoferamt,COMP::magirus lohr gmbh
friedhöfe wien gmbh,cooperativa barbara b s.c.s.,1,517201.35,AUTH::friedhöfe wien gmbh,COMP::cooperativa barbara b s.c.s.
fwf fonds zur förderung der wissenschaftlichen forschung,ricoh austria gmbh,1,1269048.0,AUTH::fwf fonds zur förderung der wissenschaftlichen forschung,COMP::ricoh austria gmbh
förderverein waldrappteam,waldrappteam conservation & research dr. johannes fritz,1,800000.0,AUTH::förderverein waldrappteam,COMP::waldrappteam conservation & research dr. johannes fritz
galleria di base del brennero - brenner basistunnel bbt se,koppensteiner ges.m.b.h,1,31575369.98,AUTH::galleria di base del brennero - brenner basistunnel bbt se,COMP::koppensteiner ges.m.b.h
galleria di base del brennero brenner basistunnel bbt se,arge geos3d und messkonzept (dabei federführend geos3d - geodetic and industrial surveying gmbh)---messkonzept e. u.,1,56280.0,AUTH::galleria di base del brennero brenner basistunnel bbt se,COMP::arge geos3d und messkonzept (dabei federführend geos3d - geodetic and industrial surveying gmbh)---messkonzept e. u.
galleria di base del brennero brenner basistunnel bbt se,daka entsorgungsunternehmen gmbh & co kg,1,3555203.87,AUTH::galleria di base del brennero brenner basistunnel bbt se,COMP::daka entsorgungsunternehmen gmbh & co kg
galleria di base del brennero brenner basistunnel bbt se,felbermayr bau gmbh & cokg,2,732360.44,AUTH::galleria di base del brennero brenner basistunnel bbt se,COMP::felbermayr bau gmbh & cokg
galleria di base del brennero brenner basistunnel bbt se,implenia schweiz ag---implenia österreich gmbh (in veste di capogruppo del raggruppamento di imprese denominato bige h41)---webuild s.p.a.---csc costruzioni sa,1,651037834.39,AUTH::galleria di base del brennero brenner basistunnel bbt se,COMP::implenia schweiz ag---implenia österreich gmbh (in veste di capogruppo del raggruppamento di imprese denominato bige h41)---webuild s.p.a.---csc costruzioni sa
