CAE_NAME_CLEAN,WIN_NAME_CLEAN,number_of_awards,total_value_euro,authority_node,company_node
"stadt wien, vertreten durch den magistrat der stadt wien, magistratsabteilung 15","arbeiter-samariter-bund österreichs, landesverband wien---grünes kreuz – rettung und soziale dienste gemeinnützige gmbh---johanniter nö-wien rettungs- und einsatzdienste mildtätige gmbh---malteser hospitaldienst austria---wiener rotes kreuz- rettungs-, krankentransport-, pflege- und betreuungsgesellschaft mbh",2,401830800.8,"AUTH::stadt wien, vertreten durch den magistrat der stadt wien, magistratsabteilung 15","COMP::arbeiter-samariter-bund österreichs, landesverband wien---grünes kreuz – rettung und soziale dienste gemeinnützige gmbh---johanniter nö-wien rettungs- und einsatzdienste mildtätige gmbh---malteser hospitaldienst austria---wiener rotes kreuz- rettungs-, krankentransport-, pflege- und betreuungsgesellschaft mbh"
"stadt wien, vertreten durch den magistrat der stadt wien, magistratsabteilung 15",lifebrain covid labor gmbh,3,2812540000.0,"AUTH::stadt wien, vertreten durch den magistrat der stadt wien, magistratsabteilung 15",COMP::lifebrain covid labor gmbh
"stadt wien, vertreten durch den magistrat der stadt wien, magistratsabteilung 15",mono chem-pharm produkte gmbh,1,12540000.0,"AUTH::stadt wien, vertreten durch den magistrat der stadt wien, magistratsabteilung 15",COMP::mono chem-pharm produkte gmbh
"stadt wien, wiener gesundheitsverbund - klinik donaustadt",ing. sumetzberger gmbh.,1,6795593.0,"AUTH::stadt wien, wiener gesundheitsverbund - klinik donaustadt",COMP::ing. sumetzberger gmbh.
stadtgemeide lienz,arge schulzentrum lienz nord (stolz / fagerer),1,1885060.92,AUTH::stadtgemeide lienz,COMP::arge schulzentrum lienz nord (stolz / fagerer)
stadtgemeide lienz,bauunternehmung di walter frey gmbh,1,4576488.67,AUTH::stadtgemeide lienz,COMP::bauunternehmung di walter frey gmbh
stadtgemeide lienz,emc elektromanagement&construction gmbh,1,2218686.81,AUTH::stadtgemeide lienz,COMP::emc elektromanagement&construction gmbh
stadtgemeide lienz,frey metalltech gmbh,1,345058.22,AUTH::stadtgemeide lienz,COMP::frey metalltech gmbh
stadtgemeide lienz,hofer gesmbh,1,723741.94,AUTH::stadtgemeide lienz,COMP::hofer gesmbh
stadtgemeide lienz,holzbau hofer gmbh,1,541739.67,AUTH::stadtgemeide lienz,COMP::holzbau hofer gmbh
stadtgemeide lienz,karo metall gmbh,1,1411898.6,AUTH::stadtgemeide lienz,COMP::karo metall gmbh
stadtgemeide lienz,rgo lagerhaus gmbh,1,877910.96,AUTH::stadtgemeide lienz,COMP::rgo lagerhaus gmbh
stadtgemeinde amstetten,3:0 landschaftsarchitektur gachowetz-luger-zimmermann og,1,389994.0,AUTH::stadtgemeinde amstetten,COMP::3:0 landschaftsarchitektur gachowetz-luger-zimmermann og
stadtgemeinde amstetten,"arge naturbad hkls (fa. hopferwieser + steinmayr installations gmbh, haberhauer spengler gmbh",1,2997828.5,AUTH::stadtgemeinde amstetten,"COMP::arge naturbad hkls (fa. hopferwieser + steinmayr installations gmbh, haberhauer spengler gmbh"
stadtgemeinde amstetten,baumann/glas/1886 gmbh,1,987371.0,AUTH::stadtgemeinde amstetten,COMP::baumann/glas/1886 gmbh
stadtgemeinde amstetten,baumgartner metallbau gmbh,1,314254.16,AUTH::stadtgemeinde amstetten,COMP::baumgartner metallbau gmbh
stadtgemeinde amstetten,gesellschaft für wassertechnik schwimmbad und therme gmbh,1,3687233.2,AUTH::stadtgemeinde amstetten,COMP::gesellschaft für wassertechnik schwimmbad und therme gmbh
stadtgemeinde amstetten,gottwald gmbh & co kg,1,1444925.92,AUTH::stadtgemeinde amstetten,COMP::gottwald gmbh & co kg
stadtgemeinde amstetten,haberhauer dachdeckerei gmbh,1,211866.01,AUTH::stadtgemeinde amstetten,COMP::haberhauer dachdeckerei gmbh
stadtgemeinde amstetten,haberhauer spengler gmbh,1,1700000.0,AUTH::stadtgemeinde amstetten,COMP::haberhauer spengler gmbh
stadtgemeinde amstetten,halmetschlager gmbh,1,840521.5,AUTH::stadtgemeinde amstetten,COMP::halmetschlager gmbh
stadtgemeinde amstetten,hinterholzer gmbh,1,145200.38,AUTH::stadtgemeinde amstetten,COMP::hinterholzer gmbh
stadtgemeinde amstetten,ing. pöchhacker gmbh,1,6791507.26,AUTH::stadtgemeinde amstetten,COMP::ing. pöchhacker gmbh
stadtgemeinde amstetten,josef lehner gmbh,1,3101689.27,AUTH::stadtgemeinde amstetten,COMP::josef lehner gmbh
stadtgemeinde amstetten,landsteiner gmbh,1,1943283.77,AUTH::stadtgemeinde amstetten,COMP::landsteiner gmbh
stadtgemeinde amstetten,leitner installations gmbh,1,988574.3,AUTH::stadtgemeinde amstetten,COMP::leitner installations gmbh
stadtgemeinde amstetten,pabst holzverarbeitunggesmbh,1,714413.59,AUTH::stadtgemeinde amstetten,COMP::pabst holzverarbeitunggesmbh
stadtgemeinde amstetten,pabst holzverarbeitungs gmbh,1,449415.26,AUTH::stadtgemeinde amstetten,COMP::pabst holzverarbeitungs gmbh
stadtgemeinde amstetten,tor.support gmbh,1,293521.0,AUTH::stadtgemeinde amstetten,COMP::tor.support gmbh
stadtgemeinde bad ischl,schrattenecker-neureiter und partner zt gmbh,1,387476.2,AUTH::stadtgemeinde bad ischl,COMP::schrattenecker-neureiter und partner zt gmbh
stadtgemeinde bad vöslau,andra bau gmbh,1,267545.56,AUTH::stadtgemeinde bad vöslau,COMP::andra bau gmbh
stadtgemeinde bad vöslau,baumgartner-dach gmbh,1,369906.65,AUTH::stadtgemeinde bad vöslau,COMP::baumgartner-dach gmbh
stadtgemeinde bad vöslau,dipl. ing. wilhelm sedlak gesellschaft m.b.h.,1,3265746.5,AUTH::stadtgemeinde bad vöslau,COMP::dipl. ing. wilhelm sedlak gesellschaft m.b.h.
stadtgemeinde bad vöslau,ecko alukonstruktionen gmbh,1,289357.22,AUTH::stadtgemeinde bad vöslau,COMP::ecko alukonstruktionen gmbh
stadtgemeinde bad vöslau,friedrich kletzenbauer trockenbau gmbh,1,267545.56,AUTH::stadtgemeinde bad vöslau,COMP::friedrich kletzenbauer trockenbau gmbh
stadtgemeinde bad vöslau,hb fliesen gmbh,1,143343.5,AUTH::stadtgemeinde bad vöslau,COMP::hb fliesen gmbh
stadtgemeinde bad vöslau,selberherr raumausstattung gmbh,2,258242.38,AUTH::stadtgemeinde bad vöslau,COMP::selberherr raumausstattung gmbh
stadtgemeinde bad vöslau,walter dettmann gmbh,1,555172.8,AUTH::stadtgemeinde bad vöslau,COMP::walter dettmann gmbh
stadtgemeinde baden,inn-bike gmbh (mitglied der biege öbb 360 baden)---rail equipment gmbh & co kg (mitglied der biege öbb 360 baden)---öbb-personenverkehr aktiengesellschaft (mitglied der biege öbb 360 baden)---österreichische postbus ag (mitglied der biege öbb 360 baden),1,2625364.0,AUTH::stadtgemeinde baden,COMP::inn-bike gmbh (mitglied der biege öbb 360 baden)---rail equipment gmbh & co kg (mitglied der biege öbb 360 baden)---öbb-personenverkehr aktiengesellschaft (mitglied der biege öbb 360 baden)---österreichische postbus ag (mitglied der biege öbb 360 baden)
stadtgemeinde baden - beschaffung,hausbetreuung attensam gmbh,1,580000.0,AUTH::stadtgemeinde baden - beschaffung,COMP::hausbetreuung attensam gmbh
"stadtgemeinde baden - jugend, sport, gesundheit und soziales",quadra gmbh,1,193320.0,"AUTH::stadtgemeinde baden - jugend, sport, gesundheit und soziales",COMP::quadra gmbh
"stadtgemeinde baden - jugend, sport, gesundheit und soziales",sodexo service solutions austria gmbh,2,87849.6,"AUTH::stadtgemeinde baden - jugend, sport, gesundheit und soziales",COMP::sodexo service solutions austria gmbh
stadtgemeinde bruck an der mur,volkshilfe steiermark gemeinnützige betriebs gmbh,1,3200000.0,AUTH::stadtgemeinde bruck an der mur,COMP::volkshilfe steiermark gemeinnützige betriebs gmbh
stadtgemeinde bruck an der mur,österreichische kinderfreunde - landesorganisation steiermark,1,760000.0,AUTH::stadtgemeinde bruck an der mur,COMP::österreichische kinderfreunde - landesorganisation steiermark
stadtgemeinde fehring,"österreichisches rotes kreuz, landesverband steiermark",1,191367.99,AUTH::stadtgemeinde fehring,"COMP::österreichisches rotes kreuz, landesverband steiermark"
stadtgemeinde gerasdorf bei wien,g4s security systems gmbh,1,193288.0,AUTH::stadtgemeinde gerasdorf bei wien,COMP::g4s security systems gmbh
stadtgemeinde gänserndorf,rwa solar solutions gmbh,1,703509.0,AUTH::stadtgemeinde gänserndorf,COMP::rwa solar solutions gmbh
stadtgemeinde hallein,"gemeinnützige wohn- und siedlungsgenossenschaft ""salzburg"" reg.gen.m.b.h",1,6510350.0,AUTH::stadtgemeinde hallein,"COMP::gemeinnützige wohn- und siedlungsgenossenschaft ""salzburg"" reg.gen.m.b.h"
stadtgemeinde hallein,halleiner arbeitsinitiative hai gmbh,1,625500.0,AUTH::stadtgemeinde hallein,COMP::halleiner arbeitsinitiative hai gmbh
stadtgemeinde hallein,laube gmbh,1,1200000.0,AUTH::stadtgemeinde hallein,COMP::laube gmbh
stadtgemeinde kapfenberg,gleichweit objekttischlerei gmbh,1,363752.6,AUTH::stadtgemeinde kapfenberg,COMP::gleichweit objekttischlerei gmbh
stadtgemeinde kapfenberg,kinderfreunde steiermark landesorganisation,1,385008.02,AUTH::stadtgemeinde kapfenberg,COMP::kinderfreunde steiermark landesorganisation
stadtgemeinde klosterneuburg,kontinentale zweigniederlassung der frauenthal handel gmbh,1,944822.4,AUTH::stadtgemeinde klosterneuburg,COMP::kontinentale zweigniederlassung der frauenthal handel gmbh
stadtgemeinde korneuburg,"baustudio, bm. ing. a. höfer gmbh",1,458950.0,AUTH::stadtgemeinde korneuburg,"COMP::baustudio, bm. ing. a. höfer gmbh"
stadtgemeinde korneuburg,leyrer + graf baugesellschaft m.b.h.,1,10697374.0,AUTH::stadtgemeinde korneuburg,COMP::leyrer + graf baugesellschaft m.b.h.
stadtgemeinde köflach/stadtwerke wasserwerk,fa.feyertag,1,295527.0,AUTH::stadtgemeinde köflach/stadtwerke wasserwerk,COMP::fa.feyertag
stadtgemeinde köflach/stadtwerke wasserwerk,fa.pappas,1,295527.0,AUTH::stadtgemeinde köflach/stadtwerke wasserwerk,COMP::fa.pappas
stadtgemeinde köflach/stadtwerke wasserwerk,fahrzeugbedarf kotz,1,295527.0,AUTH::stadtgemeinde köflach/stadtwerke wasserwerk,COMP::fahrzeugbedarf kotz
stadtgemeinde leibnitz,planconsort zt gmbh,1,631764.88,AUTH::stadtgemeinde leibnitz,COMP::planconsort zt gmbh
stadtgemeinde leoben mit eigenbetrieb stadtwerke leoben,"bietergemienschaft konrad beyer & co spezialbau gmbh, 8074 grambach - hitthaller + trixl baugesellschaft mbh, 8700 leoben",1,0.0,AUTH::stadtgemeinde leoben mit eigenbetrieb stadtwerke leoben,"COMP::bietergemienschaft konrad beyer & co spezialbau gmbh, 8074 grambach - hitthaller + trixl baugesellschaft mbh, 8700 leoben"
stadtgemeinde mautern an der donau,amm zt-gmbh,1,794313.0,AUTH::stadtgemeinde mautern an der donau,COMP::amm zt-gmbh
stadtgemeinde rohrbach-berg,berndorf metall- und bäderbau gmbh,1,14759958.69,AUTH::stadtgemeinde rohrbach-berg,COMP::berndorf metall- und bäderbau gmbh
stadtgemeinde saalfelden,bauunternehmung schmuck gesmbh,1,1338162.0,AUTH::stadtgemeinde saalfelden,COMP::bauunternehmung schmuck gesmbh
stadtgemeinde saalfelden am steinernen meer,aberger elektro- und energietechnik gmbh,1,457252.16,AUTH::stadtgemeinde saalfelden am steinernen meer,COMP::aberger elektro- und energietechnik gmbh
stadtgemeinde saalfelden am steinernen meer,edelsbacher & staudinger baugmbh,1,303263.0,AUTH::stadtgemeinde saalfelden am steinernen meer,COMP::edelsbacher & staudinger baugmbh
stadtgemeinde saalfelden am steinernen meer,hagtec gmbh,1,456701.18,AUTH::stadtgemeinde saalfelden am steinernen meer,COMP::hagtec gmbh
stadtgemeinde saalfelden am steinernen meer,hasenauer installations gmbh,1,819759.42,AUTH::stadtgemeinde saalfelden am steinernen meer,COMP::hasenauer installations gmbh
stadtgemeinde saalfelden am steinernen meer,manfred hirschbichler zimmerei- und treppenbau gesmbh,1,546772.29,AUTH::stadtgemeinde saalfelden am steinernen meer,COMP::manfred hirschbichler zimmerei- und treppenbau gesmbh
stadtgemeinde salzburg,astra bau gesellschaft m.b.h. nfg. og,1,492917.0,AUTH::stadtgemeinde salzburg,COMP::astra bau gesellschaft m.b.h. nfg. og
stadtgemeinde salzburg,bwi unternehmensberatung gmbh,1,406560.0,AUTH::stadtgemeinde salzburg,COMP::bwi unternehmensberatung gmbh
stadtgemeinde salzburg,ladinger gmbh & cokg,1,289973.66,AUTH::stadtgemeinde salzburg,COMP::ladinger gmbh & cokg
stadtgemeinde salzburg,salinen austria ag,1,375000.0,AUTH::stadtgemeinde salzburg,COMP::salinen austria ag
stadtgemeinde salzburg,salzburger lieferasphalt gmbh & co og,1,492917.0,AUTH::stadtgemeinde salzburg,COMP::salzburger lieferasphalt gmbh & co og
stadtgemeinde salzburg,villiger entsorgungssysteme gmbh,1,305000.0,AUTH::stadtgemeinde salzburg,COMP::villiger entsorgungssysteme gmbh
stadtgemeinde schwechat,oberösterreichische landesbank ag,1,3755000.0,AUTH::stadtgemeinde schwechat,COMP::oberösterreichische landesbank ag
stadtgemeinde schwechat,östu-stettin hoch- und tiefbau gmbh,1,20772348.0,AUTH::stadtgemeinde schwechat,COMP::östu-stettin hoch- und tiefbau gmbh
stadtgemeinde seekirchen am wallersee,allmetall alu- und stahlbau gmbh,1,287910.0,AUTH::stadtgemeinde seekirchen am wallersee,COMP::allmetall alu- und stahlbau gmbh
stadtgemeinde seekirchen am wallersee,baya bau & fenster gmbh,1,504781.06,AUTH::stadtgemeinde seekirchen am wallersee,COMP::baya bau & fenster gmbh
stadtgemeinde seekirchen am wallersee,dachbau gmbh fassade,1,620432.32,AUTH::stadtgemeinde seekirchen am wallersee,COMP::dachbau gmbh fassade
stadtgemeinde seekirchen am wallersee,fiegl + spielberger gmbh,1,1196726.45,AUTH::stadtgemeinde seekirchen am wallersee,COMP::fiegl + spielberger gmbh
stadtgemeinde seekirchen am wallersee,fischer-parkett gmbh & co kg,1,176560.5,AUTH::stadtgemeinde seekirchen am wallersee,COMP::fischer-parkett gmbh & co kg
stadtgemeinde seekirchen am wallersee,happy-maler ges.m.b.h.,1,187343.5,AUTH::stadtgemeinde seekirchen am wallersee,COMP::happy-maler ges.m.b.h.
stadtgemeinde seekirchen am wallersee,hb fliesen gmbh,1,240745.0,AUTH::stadtgemeinde seekirchen am wallersee,COMP::hb fliesen gmbh
stadtgemeinde seekirchen am wallersee,hirschböck gmbh,1,128107.91,AUTH::stadtgemeinde seekirchen am wallersee,COMP::hirschböck gmbh
stadtgemeinde seekirchen am wallersee,infra bau gmbh,1,334606.87,AUTH::stadtgemeinde seekirchen am wallersee,COMP::infra bau gmbh
stadtgemeinde seekirchen am wallersee,kleon piesendorfer - installations gmbh,1,1669810.1,AUTH::stadtgemeinde seekirchen am wallersee,COMP::kleon piesendorfer - installations gmbh
stadtgemeinde seekirchen am wallersee,kreuzberger bau gmbh,1,3683789.91,AUTH::stadtgemeinde seekirchen am wallersee,COMP::kreuzberger bau gmbh
stadtgemeinde seekirchen am wallersee,metallbau saller gesellschaft m.b.h.,1,206820.34,AUTH::stadtgemeinde seekirchen am wallersee,COMP::metallbau saller gesellschaft m.b.h.
stadtgemeinde seekirchen am wallersee,perchtold trockenbau gmunden gmbh,1,449374.25,AUTH::stadtgemeinde seekirchen am wallersee,COMP::perchtold trockenbau gmunden gmbh
stadtgemeinde st. andrä,kelag kärntner elektrizitäts-aktiengesellschaft,1,161007.0,AUTH::stadtgemeinde st. andrä,COMP::kelag kärntner elektrizitäts-aktiengesellschaft
stadtgemeinde st. johann im pongau,bauzeitplan baumanagement gmbh---ic consulenten zt gmbh – niederlassung salzburg,1,345120.0,AUTH::stadtgemeinde st. johann im pongau,COMP::bauzeitplan baumanagement gmbh---ic consulenten zt gmbh – niederlassung salzburg
stadtgemeinde völkermarkt,kelag-kärntner elektrizitäts-aktiengesellschaft,1,1140000.0,AUTH::stadtgemeinde völkermarkt,COMP::kelag-kärntner elektrizitäts-aktiengesellschaft
stadtgemeinde wolfsberg,"österreichisches rotes kreuz, landesverband kärnten",1,643768.75,AUTH::stadtgemeinde wolfsberg,"COMP::österreichisches rotes kreuz, landesverband kärnten"
stadtgemeinde zell am see,baucon zt gmbh,1,266067.85,AUTH::stadtgemeinde zell am see,COMP::baucon zt gmbh
stadtgemeinde zell am see,"pm1 projektmanagement, planen und bauen gmbh",1,733502.66,AUTH::stadtgemeinde zell am see,"COMP::pm1 projektmanagement, planen und bauen gmbh"
stadtgemeinde zell am see,tap technische anlagen planungsteam gesmbh,2,639434.49,AUTH::stadtgemeinde zell am see,COMP::tap technische anlagen planungsteam gesmbh
staf - steirische arbeitsförderungsgesellschaft m.b.h.,move-ment personal- und unternehmensberatung gmbh,2,400900.0,AUTH::staf - steirische arbeitsförderungsgesellschaft m.b.h.,COMP::move-ment personal- und unternehmensberatung gmbh
stand montafon,thomas tröszter,1,256066.0,AUTH::stand montafon,COMP::thomas tröszter
steiermärkische krankenanstaltengesellschaft m.b.h.,biomedica medizinprodukte gmbh,1,11380174.16,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::biomedica medizinprodukte gmbh
steiermärkische krankenanstaltengesellschaft m.b.h.,brainlab sales gmbh,1,568638.0,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::brainlab sales gmbh
steiermärkische krankenanstaltengesellschaft m.b.h.,canon medical systems gmbh,1,219000.0,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::canon medical systems gmbh
steiermärkische krankenanstaltengesellschaft m.b.h.,di markus weiner zt gmbh---wallner & schemitsch ingenieure gmbh,1,4000000.0,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::di markus weiner zt gmbh---wallner & schemitsch ingenieure gmbh
steiermärkische krankenanstaltengesellschaft m.b.h.,dipl.ing. anton hofstätter gesellschaft m.b.h.,3,10647635.0,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::dipl.ing. anton hofstätter gesellschaft m.b.h.
steiermärkische krankenanstaltengesellschaft m.b.h.,dräger austria gmbh,1,1039735.37,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::dräger austria gmbh
steiermärkische krankenanstaltengesellschaft m.b.h.,eam systems gmbh,1,124162.52,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::eam systems gmbh
steiermärkische krankenanstaltengesellschaft m.b.h.,fresenius kabi austria gmbh,1,2262500.0,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::fresenius kabi austria gmbh
steiermärkische krankenanstaltengesellschaft m.b.h.,g4s secure solutions ag,1,24000000.0,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::g4s secure solutions ag
steiermärkische krankenanstaltengesellschaft m.b.h.,ge healthcare austria gmbh & co og,1,4895460.93,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::ge healthcare austria gmbh & co og
steiermärkische krankenanstaltengesellschaft m.b.h.,han-anlagenbau gmbh,1,843877.05,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::han-anlagenbau gmbh
steiermärkische krankenanstaltengesellschaft m.b.h.,hanazeder electronic gmbh,1,132563.39,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::hanazeder electronic gmbh
steiermärkische krankenanstaltengesellschaft m.b.h.,heidenbauer stahl und tragwerk gmbh,1,185853.96,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::heidenbauer stahl und tragwerk gmbh
steiermärkische krankenanstaltengesellschaft m.b.h.,hellrein reinigungsdienst gmbh,1,75000000.0,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::hellrein reinigungsdienst gmbh
steiermärkische krankenanstaltengesellschaft m.b.h.,herzog baugesellschaft m.b.h. & co kg,5,7148056.11,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::herzog baugesellschaft m.b.h. & co kg
steiermärkische krankenanstaltengesellschaft m.b.h.,honeywell austria gesellschaft m.b.h.,1,1305910.59,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::honeywell austria gesellschaft m.b.h.
steiermärkische krankenanstaltengesellschaft m.b.h.,hutter acustix gmbh,1,175200.82,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::hutter acustix gmbh
steiermärkische krankenanstaltengesellschaft m.b.h.,infrastrukturelles facility management service gmbh---med-serv gmbh,1,19509.35,AUTH::steiermärkische krankenanstaltengesellschaft m.b.h.,COMP::infrastrukturelles facility management service gmbh---med-serv gmbh
